4.725583000000002643e-02 1.311344599999991756e-02 1.466670900000000000e-02 4.598514100000011817e-02 1.127081100000010272e-02 2.058780899999998470e-02 6.896536000000008659e-02 -7.750354100000000912e-02 7.128016999999986503e-03 3.859078299999990636e-02 2.447935000000067696e-03 -8.026361600000014862e-02 -7.023994299999969382e-02 -2.278155200000014924e-02 -1.135114900000000482e-02 -1.000754500000000102e-01 2.630162999999963169e-03 5.328310300000002608e-02 1.297083400000043074e-02 1.877394799999987374e-02 4.852818999999997107e-02 4.090748599999993740e-02 3.172566799999992915e-02 -6.434653000000001288e-02 -7.651902099999996487e-02 5.103506100000032575e-02 3.232134200000008617e-02 6.627063500000007767e-02 -5.065987200000005020e-02 -3.393129100000000925e-02 -4.648113100000017539e-02 -2.717005500000013729e-02 4.346658999999999939e-02 8.649489999998927203e-04 -2.102504499999996446e-02 8.329570999999980074e-02 -5.262349200000016047e-02 1.705265299999997319e-02 8.581525199999995301e-02 -4.469077900000002768e-02 -1.900213489999999505e-01 -9.455415300000000189e-02 -1.360060780000003078e-01 1.477675399999994754e-02 -1.284229600000014182e-02 -1.021641599999999483e-01 9.932469000000013204e-03 -1.149891739999999718e-01 -5.201243200000038591e-02 2.247382599999991903e-02
5.301902999999993926e-02 1.259854599999998825e-02 -3.157229100000000233e-02 3.092214100000012511e-02 -1.397248899999986582e-02 1.113350899999998589e-02 -1.614293999999988349e-02 8.793859000000070480e-03 -1.887388299999992469e-02 2.816928299999987839e-02 -8.366706499999987390e-02 -3.635051600000016592e-02 1.008255700000038058e-02 -1.881252000000055435e-03 7.798185099999999093e-02 -3.880555000000007748e-02 -5.360963700000005716e-02 5.220030000000208670e-04 -1.143455659999995655e-01 -3.972005200000006120e-02 2.186978999999997231e-02 -1.918113999999970787e-03 -6.319983200000001133e-02 -4.492552999999999130e-02 4.227407899999990892e-02 -9.968063899999968225e-02 3.465954200000004315e-02 -2.083649999999881430e-04 -4.491257200000006722e-02 -2.494209100000000651e-02 -1.246953100000014469e-02 -4.108105500000014398e-02 1.751118999999998205e-02 8.849404900000001906e-02 -3.804944499999990404e-02 1.569809099999998070e-01 -7.303369200000014994e-02 -1.834654699999999083e-02 5.846645200000000209e-02 8.054520999999981168e-03 -2.548057489999999703e-01 -9.213175300000001067e-02 -1.320286780000002880e-01 1.935765400000000191e-02 4.822703999999899960e-03 -1.489019599999999999e-01 1.356786900000001017e-02 -4.150917399999998203e-02 1.286466799999974597e-02 6.274082599999986076e-02
1.305730300000000066e-01 2.772024599999994843e-02 -1.968990999999975511e-03 5.605654100000012630e-02 1.461971100000014623e-02 -1.735979100000001329e-02 1.554948600000001235e-01 4.215755899999995560e-02 4.930641699999993577e-02 1.396395829999999005e-01 -3.225764999999825022e-03 4.182208399999987058e-02 -1.892457429999997442e-01 -5.695295200000011215e-02 4.161095100000011815e-02 -8.734574999999994427e-02 -3.638073700000005184e-02 1.048810300000002638e-02 -1.004197659999995773e-01 -4.217165200000000391e-02 3.252788999999994823e-02 8.439085999999984544e-03 -1.774273200000003881e-02 -2.896812999999998084e-02 4.629337900000007888e-02 5.128856100000034335e-02 5.715564200000011752e-02 9.327203500000014191e-02 -2.412547200000006442e-02 3.666630900000000109e-02 -8.999353100000007100e-02 -4.655685500000011912e-02 1.025974899999999856e-01 1.184304899999999439e-02 1.873695500000005509e-02 2.335290999999983796e-02 -2.715299200000015345e-02 1.424918529999999461e-01 8.308615200000002421e-02 1.913942099999996205e-02 -2.542854489999999412e-01 -3.634265300000003029e-02 -4.826637800000033174e-02 4.159445399999994741e-02 5.393170399999991371e-02 -1.548786600000000568e-01 -2.425353099999998097e-02 -8.734327399999985975e-02 2.286867999999664391e-03 8.475842599999988680e-02
9.778133000000002739e-02 -1.055454000000066728e-03 -2.349091000000025353e-03 3.340654100000012283e-02 -2.922318899999987174e-02 -9.803391000000022393e-03 1.275646600000001074e-01 1.050425900000007129e-02 -7.373588299999989104e-02 9.438978299999989385e-02 -9.019166499999986542e-02 -3.703691600000014184e-02 -2.195284299999966660e-02 -5.641095200000006971e-02 -3.464364899999994307e-02 -1.347692499999999516e-01 -2.085853700000005195e-02 7.210530300000000947e-02 -6.327586599999968087e-02 -3.836751999999998830e-03 1.023728999999998224e-02 -1.341445140000000480e-01 1.440236799999994322e-02 3.665457000000016397e-02 -1.377262099999998490e-02 -9.297389999998184607e-04 8.962154200000005400e-02 1.828673500000010943e-02 1.512922799999996681e-02 -9.465691000000005240e-03 -7.249993100000007296e-02 1.003774499999982028e-02 8.986598999999997894e-02 3.448354899999994672e-02 -3.812084499999995879e-02 1.697645099999998131e-01 -2.060699200000015718e-02 9.978955299999997530e-02 1.210644520000000446e-01 1.812232099999996904e-02 -2.455024489999999560e-01 -1.302662530000000263e-01 -5.882207800000038844e-02 1.189763540000000064e-01 9.479310399999990588e-02 -1.192767599999999817e-01 -3.219793099999997132e-02 -8.113197399999982906e-02 2.174576799999972110e-02 3.769652599999989695e-02
1.189642999999995787e-02 -1.512095400000004752e-02 -4.935379100000000796e-02 7.414794100000010602e-02 1.197101100000014240e-02 2.149508999999993897e-03 1.014804600000001056e-01 -3.916564099999997328e-02 -5.405898299999994938e-02 1.101422829999998410e-01 -3.077764999999899054e-03 6.139818399999985576e-02 -6.899694299999969971e-02 -5.365395200000011577e-02 3.903715100000004767e-02 -1.115381499999999471e-01 -3.996593700000004856e-02 -9.071297000000005939e-03 -3.509796599999959188e-02 -4.536685200000006857e-02 4.581248999999995575e-02 -1.873431140000000328e-01 -1.123963199999999940e-02 -3.430452999999999975e-02 -4.542722099999996210e-02 2.604636100000023990e-02 4.484954200000013103e-02 2.971763500000013103e-02 1.463862799999993136e-02 -3.805879100000000848e-02 -1.463767310000001487e-01 -6.452115500000010773e-02 4.843668999999992120e-02 3.721944899999996004e-02 3.315055000000066698e-03 4.504850999999976402e-02 -2.538692000000175586e-03 3.530925299999998490e-02 -5.944547999999993948e-03 2.791962099999996394e-02 -5.179354899999996653e-02 -6.643215300000002155e-02 -7.471317800000032427e-02 6.847315399999998053e-02 -6.744696000000049985e-03 -6.124556000000003220e-02 -2.330293099999997120e-02 -1.054896739999999777e-01 5.121166799999965491e-02 2.712872599999988088e-02
1.533742999999998524e-02 9.975945999999902281e-03 -5.428639100000001716e-02 7.044024100000007005e-02 -1.186368899999984405e-02 -2.953991000000003031e-03 1.091316600000001857e-01 -2.171340999999937793e-03 -1.835168299999995201e-02 9.826898299999975439e-02 -1.620485649999999223e-01 6.385383999999882931e-03 -1.080888429999997125e-01 -2.462752000000067998e-03 3.378855100000000000e-02 -1.055899499999999325e-01 -6.041313700000004727e-02 1.213020299999997831e-02 -2.815346599999968280e-02 -2.796435200000002563e-02 2.416568999999998968e-02 -7.981411399999993606e-02 -1.091019320000000681e-01 -5.867042999999982911e-02 -4.023072099999991380e-02 9.948126100000032057e-02 3.459420000000990036e-04 -1.838786499999989221e-02 1.190622799999996317e-02 -1.815069100000001046e-02 -8.375343100000010033e-02 -3.472555500000013007e-02 -1.641301000000003341e-02 1.755284899999998149e-02 -3.847814499999996363e-02 4.490500999999980092e-02 -2.570669200000014198e-02 1.041895299999998081e-02 1.501715199999997807e-02 4.192432099999995887e-02 -1.611380489999999499e-01 -3.890385300000004376e-02 -8.019187800000049382e-02 4.647485400000000988e-02 6.036103999999931080e-03 -1.784293599999999813e-01 -1.697003099999998266e-02 -1.028807739999998416e-01 -7.961563200000021379e-02 -1.596077400000012192e-02
2.353202999999998157e-02 -5.365445400000004583e-02 -7.744891000000031500e-03 1.041849410000000864e-01 2.613471100000014369e-02 6.262408999999982684e-03 -5.535393999999982384e-02 -1.383414100000002200e-02 -5.502288299999991139e-02 -1.522751700000013475e-02 -1.010649649999997846e-01 -4.019081600000018462e-02 1.360457000000314665e-03 7.416647999999859131e-03 6.298551000000096600e-03 -4.225365000000003146e-02 -7.388443700000005276e-02 5.767030300000000609e-02 -6.159116599999958641e-02 -5.260685200000003725e-02 3.519448999999996719e-02 2.631968600000011982e-02 3.588516799999996731e-02 -7.842773000000002881e-02 4.513157899999997724e-02 2.327876100000036974e-02 5.498004200000006225e-02 2.965735000000080390e-03 -3.943757200000005958e-02 -5.418489100000000586e-02 -5.394423100000012017e-02 -4.231295500000015197e-02 5.917898999999995913e-02 6.332364899999998187e-02 -3.907884499999991768e-02 1.054293099999998873e-01 -5.967669200000011442e-02 7.530755299999997154e-02 8.824165199999989273e-02 3.829852099999996040e-02 -1.552293489999999609e-01 -4.712075300000004296e-02 -1.543987780000003474e-01 9.985815399999997677e-02 8.741003999999941154e-03 -1.195161599999999824e-01 2.059176900000000976e-02 -1.233238739999998890e-01 -4.012823200000026347e-02 -2.564974000000053156e-03
1.954712999999996814e-02 2.227844599999989628e-02 3.173309000000013036e-03 3.531304100000010049e-02 4.884141100000011226e-02 1.638800899999998117e-02 -1.740703999999992924e-02 2.813295900000001293e-02 -5.394208299999991851e-02 -1.452361700000015521e-02 -8.465136499999981190e-02 -9.350311600000016377e-02 6.146765700000028643e-02 -4.040155200000011826e-02 5.323695100000003233e-02 -2.592225000000003554e-02 -6.471953700000004917e-02 -1.020799699999999643e-02 2.768723400000039359e-02 -3.545975200000001104e-02 1.670748999999996376e-02 -1.907251400000009589e-02 1.814306799999992892e-02 -4.595302999999995031e-02 2.697877900000011930e-02 -5.470703899999973530e-02 -1.276205799999985402e-02 -7.636649999999134408e-04 -2.349957200000005186e-02 -3.880759100000000239e-02 -5.713031000000090565e-03 -6.435095500000009849e-02 1.654889999999964445e-03 1.012804489999998836e-01 -6.696934499999995793e-02 8.471090999999986160e-02 -6.695769200000012411e-02 3.071005299999995941e-02 9.120675199999994653e-02 2.309112099999997836e-02 -1.415940489999999441e-01 -7.418115299999999968e-02 -1.451295780000003699e-01 -9.143846000000066532e-03 2.165630399999990408e-02 -1.412731600000000087e-01 1.318226900000001034e-02 -2.314073999999832765e-03 -3.200043200000035615e-02 2.356992599999985227e-02
8.658429999999994742e-03 -3.777695400000002923e-02 -4.177909099999999043e-02 -7.129558999999896507e-03 6.961711100000012031e-02 -6.591791000000013501e-03 -2.490663999999981337e-02 2.750115900000005276e-02 -2.613568299999996514e-02 1.088518299999985395e-02 -1.302975649999998931e-01 -1.356774160000001617e-01 -4.521114299999973163e-02 6.233234799999992637e-02 -1.900944899999990056e-02 -3.390974999999996076e-02 -3.160863700000005050e-02 6.212060300000002422e-02 -2.285176599999960700e-02 -3.719852000000078984e-03 7.072778999999995708e-02 2.500538600000001832e-02 -6.695393200000004930e-02 -4.517852999999993902e-02 -9.586672099999993257e-02 3.427806100000030387e-02 4.470044200000011791e-02 9.158350000000314850e-04 -2.397307200000006744e-02 -4.698659100000000810e-02 -1.103523310000001922e-01 -2.654135500000009973e-02 -2.272610000000035990e-03 6.010224899999994097e-02 -1.713104499999995589e-02 5.208570999999984075e-02 -2.407959200000009403e-02 -7.108924699999999430e-02 3.040075199999991984e-02 2.254722099999997842e-02 -1.500241489999999400e-01 -9.095675300000002905e-02 -6.969907800000041398e-02 -2.251904600000004253e-02 -8.582049600000010714e-02 -9.044535999999991915e-02 1.988826900000001396e-02 -5.730077399999988774e-02 -1.200673200000024199e-02 1.815012599999987764e-02
8.080552999999998653e-02 -6.388305400000005019e-02 1.339620900000004777e-02 8.498744100000010793e-02 6.059911000000084424e-03 4.718700899999996035e-02 9.602066000000020196e-02 -3.094654099999993857e-02 -6.709088299999993454e-02 8.124478299999982056e-02 -3.863936499999975904e-02 1.789358399999985139e-02 -3.790614299999972570e-02 -1.207855200000013118e-02 4.450265100000005969e-02 -1.294629500000000211e-01 -6.985293700000005934e-02 1.114880299999998492e-02 2.041073400000037452e-02 -6.309455200000008146e-02 8.851998999999999285e-02 -2.658481399999990114e-02 -6.054953200000007252e-02 -2.474302999999988817e-02 1.804517900000002228e-02 -1.391133899999974499e-02 2.656644200000013445e-02 5.097643500000004213e-02 -5.997737200000005653e-02 -2.366949100000000084e-02 -8.450003100000003098e-02 -3.700295500000011506e-02 3.533338999999993679e-02 7.357194899999985882e-02 -3.654494499999993984e-02 1.568086099999997929e-01 -5.923919200000010710e-02 8.020945299999998612e-02 -4.529164800000007318e-02 2.643472099999998048e-02 -1.201459489999999464e-01 -6.363885300000002299e-02 -1.043665780000003762e-01 9.820825399999993932e-02 1.387470399999990445e-02 -5.132655999999991003e-02 1.877796900000001934e-02 -1.366616739999999552e-01 4.507267999999675645e-03 3.927602599999990840e-02
